"","Strain Name","Virus Species","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","Segment","Protein Name","seq_length","seq_coverage","cov_categories","Continent","Continent_Region"
"130","900085MAU88","Rift Valley fever phlebovirus","EU312104","1692","-N/A-","1988","Human","Homo sapiens","Mauritania","genomic RNA","S","NP, NSs",1692,0.141,"0-50%","Africa","Western Africa"
"131","Ar20364","Rift Valley fever phlebovirus","HM587101","490","-N/A-","1981","Mosquito","Culex zombaensis","South Africa","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"132","VRL1290A/78","Rift Valley fever phlebovirus","HM587078","490","-N/A-","1978","Cattle","bovine","Zimbabwe","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"133","Sudan 2V-2007","Rift Valley fever phlebovirus","JQ820490","3871","-N/A-","2007","Human","Homo sapiens","Sudan","genomic RNA","M","glycoprotein",3871,0.322583333333333,"0-50%","Africa","Eastern Africa"
"134","VRL825/79","Rift Valley fever phlebovirus","HM587071","490","-N/A-","1979","Cattle","bovine","Zimbabwe","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"135","Lunyo","Rift Valley fever phlebovirus","KU167026","3885","-N/A-","1955","Mosquito","mosquito","Uganda","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"136","ZH-1776","Rift Valley fever phlebovirus","DQ375411","6404","-N/A-","1978","Unknown","-N/A-","Egypt","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Northern Africa"
"137","73HB1230","Rift Valley fever phlebovirus","DQ380172","1690","-N/A-","1973","Human","Homo sapiens","Central African Republic","genomic RNA","S","non-structural protein, nucleocapsid",1690,0.140833333333333,"0-50%","Africa","Western Africa"
"138","ZS-6365","Rift Valley fever phlebovirus","DQ375410","6404","-N/A-","1979","Unknown","-N/A-","Egypt","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Northern Africa"
"139","2269/74","Rift Valley fever phlebovirus","DQ380173","1691","-N/A-","1974","Cattle","bovine","Zimbabwe","genomic RNA","S","non-structural protein, nucleocapsid",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"140","B314","Rift Valley fever phlebovirus","HM587105","490","-N/A-","1962","Cattle","bovine","Kenya","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Eastern Africa"
"141","KEN/Bar-Msq","Rift Valley fever phlebovirus","HM586963","6404","-N/A-","02/13/2007","Mosquito","mosquito","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"142","ArB1986","Rift Valley fever phlebovirus","KJ782457","6404","-N/A-","06/12/1969","Mosquito","Aedes palpalis","Central African Republic","genomic RNA","L","L-polymerase",6404,0.533666666666667,"50-90%","Africa","Western Africa"
"143","6546-08","Rift Valley fever phlebovirus","GQ443173","627","-N/A-","11/29/2008","Cattle","Bos taurus","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"144","Ar74","Rift Valley fever phlebovirus","HM587109","490","-N/A-","1955","Mosquito","Aedes circumluteolus","South Africa","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"145","LunyoUGA55","Rift Valley fever phlebovirus","EU312121","1692","-N/A-","1955","Mosquito","mosquito","Uganda","genomic RNA","S","NP, NSs",1692,0.141,"0-50%","Africa","Eastern Africa"
"146","H1 MAU 03","Rift Valley fever phlebovirus","EF160113","601","-N/A-","-N/A-","Human","Homo sapiens","Mauritania","genomic RNA","-N/A-","NSs protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"147","Hv-B375","Rift Valley fever phlebovirus","DQ380218","3885","-N/A-","1985","Human","Homo sapiens","Central African Republic","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Western Africa"
"148","6660-08","Rift Valley fever phlebovirus","GQ443175","627","-N/A-","12/12/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"149","TAN/Tan-001/07","Rift Valley fever phlebovirus","HM586981","1691","-N/A-","02/08/2007","Unknown","-N/A-","Tanzania","genomic RNA","S","non-structural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"150","RVFV/VRLCU/Cairo7/2004","Rift Valley fever phlebovirus","HQ403563","605","-N/A-","2004","Tick","tick","Egypt","mRNA","M","NL",605,0.0504166666666667,"0-50%","Africa","Northern Africa"
"151","VRL825ZIM79","Rift Valley fever phlebovirus","EU312131","1691","-N/A-","1979","Cattle","bovine","Zimbabwe","genomic RNA","S","NP, NSs",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"152","SPU10301KEN07","Rift Valley fever phlebovirus","EU312144","1691","-N/A-","2007","Human","Homo sapiens","Kenya","genomic RNA","S","NP, NSs",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"153","S266_ARBkvx_SN_BA_1993","Rift Valley fever phlebovirus","JN995260","601","-N/A-","1993","Mosquito","Aedes vexans","Senegal","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"154","SPU52001RSA99","Rift Valley fever phlebovirus","EU312127","1691","-N/A-","1999","Buffalo","buffalo","South Africa","genomic RNA","S","NP, NSs",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"155","2007003644","Rift Valley fever phlebovirus","EU574006","6404","-N/A-","02/07/2007","Sheep","ovine","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"156","An991MAD91","Rift Valley fever phlebovirus","EU312106","1691","-N/A-","1991","Cattle","bovine","Madagascar","genomic RNA","S","NP, NSs",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"157","KEN/Bar-035/07","Rift Valley fever phlebovirus","HM586980","1691","-N/A-","01/30/2007","Unknown","-N/A-","Kenya","genomic RNA","S","non-structural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"158","RVFV/VRLCU/Marsa Matrouh19/2004","Rift Valley fever phlebovirus","HQ403562","324","-N/A-","2004","Tick","tick","Egypt","mRNA","M","NL",324,0.027,"0-50%","Africa","Northern Africa"
"159","S11_ANM_MR_HG_1998","Rift Valley fever phlebovirus","JN995264","601","-N/A-","1998","Sheep","sheep","Mauritania","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"160","KEN/Gar-Msq","Rift Valley fever phlebovirus","HM586961","6404","-N/A-","12/29/2006","Mosquito","mosquito","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"161","Lunyo","Rift Valley fever phlebovirus","KU167027","6404","-N/A-","1955","Mosquito","mosquito","Uganda","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"162","2033-08","Rift Valley fever phlebovirus","GQ443170","627","-N/A-","04/29/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"163","KEN/KLF-Msq091/07","Rift Valley fever phlebovirus","HM586984","1691","-N/A-","01/13/2007","Unknown","-N/A-","Kenya","genomic RNA","S","non-structural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"164","1260/78","Rift Valley fever phlebovirus","DQ375418","6404","-N/A-","1978","Unknown","-N/A-","Zimbabwe","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Southern Africa"
"165","SPU12002SOM98","Rift Valley fever phlebovirus","EU312126","1690","-N/A-","1998","Goat","caprine","Somalia","genomic RNA","S","NP, NSs",1690,0.140833333333333,"0-50%","Africa","Eastern Africa"
"166","2007003081","Rift Valley fever phlebovirus","EU574007","6404","-N/A-","02/27/2007","Cattle","bovine","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"167","6510-08","Rift Valley fever phlebovirus","GQ443172","627","-N/A-","11/28/2008","Cattle","Bos taurus","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"168","6547-08","Rift Valley fever phlebovirus","GQ443174","627","-N/A-","12/01/2008","Cattle","Bos taurus","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"169","SNS","Rift Valley fever phlebovirus","HM587102","490","-N/A-","1944","Mosquito","Eretmapodites sp.","Uganda","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Eastern Africa"
"170","Lunyo","Rift Valley fever phlebovirus","KU167025","1692","-N/A-","1955","Mosquito","mosquito","Uganda","genomic RNA","S","nonstructural protein, nucleocapsid protein",1692,0.141,"0-50%","Africa","Eastern Africa"
"171","2034-08","Rift Valley fever phlebovirus","GQ443171","627","-N/A-","04/23/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"172","RVFV/VRLCU/Cairo4/2004","Rift Valley fever phlebovirus","HQ403564","400","-N/A-","2004","Tick","tick","Egypt","mRNA","M","NL",400,0.0333333333333333,"0-50%","Africa","Northern Africa"
"173","25010-24","Rift Valley fever phlebovirus","KM210509","3594","-N/A-","10/06/2010","Camel","camel","Mauritania","genomic RNA","M","glycoprotein",3594,0.2995,"0-50%","Africa","Western Africa"
"174","Clone 13","Rift Valley fever phlebovirus","DQ375417","6404","-N/A-","1974","Unknown","-N/A-","Central African Republic","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Western Africa"
"175","763/70","Rift Valley fever phlebovirus","DQ380174","1690","-N/A-","1970","Cattle","bovine","Zimbabwe","genomic RNA","S","non-structural protein, nucleocapsid",1690,0.140833333333333,"0-50%","Africa","Southern Africa"
"176","R1662CAR85","Rift Valley fever phlebovirus","EU312122","1690","-N/A-","1985","Human","Homo sapiens","Central African Republic","genomic RNA","S","NP, NSs",1690,0.140833333333333,"0-50%","Africa","Western Africa"
"177","S20_ARBkvx_SN_BA_1993","Rift Valley fever phlebovirus","JN995263","601","-N/A-","1998","Mosquito","Aedes vexans","Senegal","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"178","KEN/Gar-004/06","Rift Valley fever phlebovirus","HM586964","3885","-N/A-","12/21/2006","Unknown","-N/A-","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"179","H1825RSA75","Rift Valley fever phlebovirus","EU312120","1691","-N/A-","1975","Human","Homo sapiens","South Africa","genomic RNA","S","NP, NSs",1691,0.140916666666667,"0-50%","Africa","Southern Africa"
"180","KEN57 Rintoul","Rift Valley fever phlebovirus","HM587104","490","-N/A-","1951","Sheep","ovine","Kenya","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Eastern Africa"
"181","25010_24","Rift Valley fever phlebovirus","KM210508","1691","-N/A-","10/06/2010","Camel","camel","Mauritania","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Western Africa"
"182","Ar12568RSA71","Rift Valley fever phlebovirus","EU312113","1690","-N/A-","1971","Mosquito","Eretmapodites quinquevittatus (mosquito)","South Africa","genomic RNA","S","NP, NSs",1690,0.140833333333333,"0-50%","Africa","Southern Africa"
"183","SA1224/10","Rift Valley fever phlebovirus","HM587099","490","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"184","Sudan SP-2007","Rift Valley fever phlebovirus","JQ820479","1691","-N/A-","2007","Human","Homo sapiens","Sudan","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"185","S31_ARBkcx_SN_BA_2002","Rift Valley fever phlebovirus","JN995277","601","-N/A-","2002","Mosquito","Culex poicilipes","Senegal","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"186","ZC-3349","Rift Valley fever phlebovirus","DQ380207","3885","-N/A-","1978","Cattle","bovine","Egypt","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Northern Africa"
"187","M356_ARMcx_MR_GI_2003","Rift Valley fever phlebovirus","JN995339","718","-N/A-","2003","Mosquito","Culex poicilipes","Mauritania","viral cRNA","-N/A-","glycoprotein",718,0.0598333333333333,"0-50%","Africa","Western Africa"
"188","VRL1548/78","Rift Valley fever phlebovirus","HM587059","490","-N/A-","1978","Cow","bovine fetus","Zimbabwe","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"189","S24_ANM_MR_HG_1998","Rift Valley fever phlebovirus","JN995267","601","-N/A-","1998","Sheep","sheep","Mauritania","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"190","0212-08","Rift Valley fever phlebovirus","GQ443218","756","-N/A-","01/30/2008","Human","Homo sapiens","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"191","AL-55","Rift Valley fever phlebovirus","GU135847","627","-N/A-","04/28/2009","Mosquito","Anopheles squamosus","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"192","0406-08","Rift Valley fever phlebovirus","GQ443219","756","-N/A-","02/20/2008","Cattle","Bos taurus","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"193","FI-2","Rift Valley fever phlebovirus","GU135856","756","-N/A-","12/19/2008","Mosquito","Anopheles coustani","Madagascar","genomic RNA","M","glycoprotein Gn",756,0.063,"0-50%","Africa","Eastern Africa"
"194","Sudan 86-2010","Rift Valley fever phlebovirus","JQ820484","6402","-N/A-","10/2010","Human","Homo sapiens","Sudan","genomic RNA","L","polymerase",6402,0.5335,"50-90%","Africa","Eastern Africa"
"195","OS-9","Rift Valley fever phlebovirus","DQ380183","3885","-N/A-","1987","Human","Homo sapiens","Mauritania","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Western Africa"
"196","S292_HM_MR_HG_1998","Rift Valley fever phlebovirus","JN995297","601","-N/A-","1998","Human","Homo sapiens","Mauritania","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"197","M37/08","Rift Valley fever phlebovirus","HM587067","490","-N/A-","2008","Bovine","African buffalo","South Africa","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"198","An1000MAD91","Rift Valley fever phlebovirus","EU312108","1691","-N/A-","1991","Cattle","bovine","Madagascar","genomic RNA","S","NP, NSs",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"199","200803165","Rift Valley fever phlebovirus","JF311389","1691","-N/A-","03/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"200","KEN/Bar-035/07","Rift Valley fever phlebovirus","HM586969","3885","-N/A-","01/30/2007","Unknown","-N/A-","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"201","S18_ANBk_SN_BA_1993","Rift Valley fever phlebovirus","JN995261","601","-N/A-","1993","Sheep","sheep","Senegal","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"202","2007000608","Rift Valley fever phlebovirus","EU574049","3885","-N/A-","01/29/2007","Cattle","bovine","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"203","2007000611","Rift Valley fever phlebovirus","EU574048","3885","-N/A-","01/29/2007","Cattle","bovine","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
"204","KEN/Mal-032/07","Rift Valley fever phlebovirus","HM586978","1691","-N/A-","01/15/2007","Unknown","-N/A-","Kenya","genomic RNA","S","non-structural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"205","S10_ARDwcx_SN_DI_1998","Rift Valley fever phlebovirus","JN995272","601","-N/A-","1998","Mosquito","Culex poicilipes","Senegal","viral cRNA","-N/A-","non-structural protein",601,0.0500833333333333,"0-50%","Africa","Western Africa"
"206","0427-08","Rift Valley fever phlebovirus","GQ443129","627","-N/A-","02/22/2008","Human","Homo sapiens","Madagascar","genomic RNA","S","nonstructural protein",627,0.05225,"0-50%","Africa","Eastern Africa"
"207","0776-08","Rift Valley fever phlebovirus","GQ443189","564","-N/A-","03/14/2008","Human","Homo sapiens","Madagascar","genomic RNA","L","polymerase",564,0.047,"0-50%","Africa","Eastern Africa"
"208","0413-08","Rift Valley fever phlebovirus","GQ443220","756","-N/A-","02/20/2008","Cattle","Bos taurus","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"209","2033-08","Rift Valley fever phlebovirus","GQ443255","756","-N/A-","04/29/2008","Human","Homo sapiens","Madagascar","genomic RNA","M","glycoprotein G2",756,0.063,"0-50%","Africa","Eastern Africa"
"210","Ar811MAD79","Rift Valley fever phlebovirus","EU312112","1691","-N/A-","1979","Mosquito","mosquito","Madagascar","genomic RNA","S","NP, NSs",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"211","2007002445","Rift Valley fever phlebovirus","EU574011","6404","-N/A-","02/05/2007","Cattle","bovine","Kenya","genomic RNA","L","polymerase",6404,0.533666666666667,"50-90%","Africa","Eastern Africa"
"212","2007002445","Rift Valley fever phlebovirus","EU574064","1691","-N/A-","02/05/2007","Cattle","bovine","Kenya","genomic RNA","S","nonstructural protein, nucleocapsid protein",1691,0.140916666666667,"0-50%","Africa","Eastern Africa"
"213","SA106/10","Rift Valley fever phlebovirus","HM587094","490","-N/A-","2010","Human","Homo sapiens","South Africa","genomic RNA","M","glycoprotein G2",490,0.0408333333333333,"0-50%","Africa","Southern Africa"
"214","KEN/Gar-Msq/131B-04/06","Rift Valley fever phlebovirus","HM586972","3885","-N/A-","12/29/2006","Unknown","-N/A-","Kenya","genomic RNA","M","glycoprotein",3885,0.32375,"0-50%","Africa","Eastern Africa"
