"","Strain Name","Virus Type","Subtype/Genotype (ViPR)","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","seq_length","seq_coverage","cov_categories","days","date","date2","date4","date5","Continent","Continent_Region"
"102","P5.2 Thailand 2005","Dengue virus 1","1-I","MW362476","10708","-N/A-",2005-11-01,"Human","Homo sapiens","Thailand","genomic RNA",10708,0.973454545454545,">90%",2005-11-01,2005-10-30,2005-10-23,2005-10-09,2005-01-01,"Asia","Southeastern Asia"
"103","P5.3 Thailand 2005","Dengue virus 1","1-I","MW362477","10716","-N/A-",2005-11-01,"Human","Homo sapiens","Thailand","genomic RNA",10716,0.974181818181818,">90%",2005-11-01,2005-10-30,2005-10-23,2005-10-09,2005-01-01,"Asia","Southeastern Asia"
"104","Thailand2005","Dengue virus 1","1-I","MW165877","10705","-N/A-",2005-11-01,"Human","Homo sapiens","Thailand","genomic RNA",10705,0.973181818181818,">90%",2005-11-01,2005-10-30,2005-10-23,2005-10-09,2005-01-01,"Asia","Southeastern Asia"
"105","FGU-Jan2-06","Dengue virus 2","2_AsianAmerican","EU920845","10666","-N/A-",2006-01-01,"Unknown","-N/A-","French Guiana","genomic RNA",10666,0.969636363636364,">90%",2006-01-01,2006-01-01,2006-01-01,2006-01-01,2006-01-01,NA,NA
"106","FGU-Jan1-06","Dengue virus 2","2_AsianAmerican","EU920844","10724","-N/A-",2006-01-01,"Unknown","-N/A-","French Guiana","genomic RNA",10724,0.974909090909091,">90%",2006-01-01,2006-01-01,2006-01-01,2006-01-01,2006-01-01,NA,NA
"107","FGU-Mar-06","Dengue virus 2","2_AsianAmerican","EU920846","10687","-N/A-",2006-03-01,"Unknown","-N/A-","French Guiana","genomic RNA",10687,0.971545454545455,">90%",2006-03-01,2006-02-26,2006-02-26,2006-02-26,2006-01-01,NA,NA
"108","FGU-Apr2-06","Dengue virus 2","2_AsianAmerican","EU920848","10724","-N/A-",2006-04-01,"Unknown","-N/A-","French Guiana","genomic RNA",10724,0.974909090909091,">90%",2006-04-01,2006-03-26,2006-03-26,2006-03-26,2006-01-01,NA,NA
"109","FGU-Apr1-06","Dengue virus 2","2_AsianAmerican","EU920847","10644","-N/A-",2006-04-01,"Unknown","-N/A-","French Guiana","genomic RNA",10644,0.967636363636364,">90%",2006-04-01,2006-03-26,2006-03-26,2006-03-26,2006-01-01,NA,NA
"110","VIROAF8","Dengue virus 4","4-II","KM190936","10592","-N/A-",2006-05-26,"Human","Homo sapiens","Thailand","genomic RNA",10592,0.962909090909091,">90%",2006-05-26,2006-05-21,2006-05-21,2006-05-21,2006-01-01,"Asia","Southeastern Asia"
"111","BR/SJRP/327/2006","Dengue virus 2","2_AsianAmerican","KP188549","10783","-N/A-",2006-05-26,"Human","Homo sapiens","Brazil","genomic RNA",10783,0.980272727272727,">90%",2006-05-26,2006-05-21,2006-05-21,2006-05-21,2006-01-01,"South America","Brazil"
"112","GUA-Sep-06","Dengue virus 2","2_AsianAmerican","EU920849","10690","-N/A-",2006-09-01,"Unknown","-N/A-","French Southern and Antarctic Lands","genomic RNA",10690,0.971818181818182,">90%",2006-09-01,2006-08-27,2006-08-27,2006-08-13,2006-01-01,NA,NA
"113","GUA-Oct-06","Dengue virus 2","2_AsianAmerican","EU920850","10613","-N/A-",2006-10-01,"Unknown","-N/A-","French Southern and Antarctic Lands","genomic RNA",10613,0.964818181818182,">90%",2006-10-01,2006-10-01,2006-09-24,2006-09-10,2006-01-01,NA,NA
"114","DENV-2/PE/FMD1337/2007","Dengue virus 2","2_AsianAmerican","KC294200","10724","-N/A-",2007-03-28,"Human","Homo sapiens","Peru","genomic RNA",10724,0.974909090909091,">90%",2007-03-28,2007-03-25,2007-03-25,2007-03-25,2007-01-01,"South America","Rest South America"
"115","SGEHI(D2)0099Y07","Dengue virus 2",NA,"GU370050","10200","-N/A-",2007-04-01,"Human","Homo sapiens","Singapore","genomic RNA",10200,0.927272727272727,">90%",2007-04-01,2007-04-01,2007-03-25,2007-03-25,2007-01-01,"Asia","Southeastern Asia"
"116","P23085 INDI-60","Dengue virus 2","2-American","KJ918750","10723","-N/A-",2007-04-01,"Human","Homo sapiens","India","genomic RNA",10723,0.974818181818182,">90%",2007-04-01,2007-04-01,2007-03-25,2007-03-25,2007-01-01,"Asia","India+"
"117","PF07/230407-201","Dengue virus 1","1-IV","JQ915071","10699","-N/A-",2007-04-23,"Human","Homo sapiens","French Polynesia","genomic RNA",10699,0.972636363636364,">90%",2007-04-23,2007-04-22,2007-04-22,2007-04-22,2007-01-01,"Australia","Oceania"
"118","SGEHI(D3)0235Y07","Dengue virus 3",NA,"GU370053","10248","-N/A-",2007-05-01,"Human","Homo sapiens","Singapore","genomic RNA",10248,0.931636363636364,">90%",2007-05-01,2007-04-29,2007-04-22,2007-04-22,2007-01-01,"Asia","Southeastern Asia"
"119","DKE-121","Dengue virus 4",NA,"MZ215848","10677","-N/A-",2007-05-21,"Human","Homo sapiens","Malaysia","genomic RNA",10677,0.970636363636364,">90%",2007-05-21,2007-05-20,2007-05-20,2007-05-20,2007-01-01,"Asia","Southeastern Asia"
"120","MKS-0033","Dengue virus 4","4-II","KC762694","10636","-N/A-",2007-05-30,"Human","Homo sapiens","Indonesia","genomic RNA",10636,0.966909090909091,">90%",2007-05-30,2007-05-27,2007-05-20,2007-05-20,2007-01-01,"Asia","Indonesia+"
"121","D1/Taiwan/709TN0706a","Dengue virus 1","1-I","KX951690","10689","-N/A-",2007-06-01,"Human","Homo sapiens","Taiwan","genomic RNA",10689,0.971727272727273,">90%",2007-06-01,2007-05-27,2007-05-20,2007-05-20,2007-01-01,"Asia","China+"
"122","16681-2007","Dengue virus 2",NA,"MK506263","10688","-N/A-",2007-06-01,"Unknown","-N/A-","Thailand","genomic RNA",10688,0.971636363636364,">90%",2007-06-01,2007-05-27,2007-05-20,2007-05-20,2007-01-01,"Asia","Southeastern Asia"
"123","ngc-2007","Dengue virus 2",NA,"MK506264","10688","-N/A-",2007-06-01,"Unknown","-N/A-","Thailand","genomic RNA",10688,0.971636363636364,">90%",2007-06-01,2007-05-27,2007-05-20,2007-05-20,2007-01-01,"Asia","Southeastern Asia"
"124","MKS-0109","Dengue virus 1","1-I","KC762650","10735","-N/A-",2007-06-13,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2007-06-13,2007-06-10,2007-06-03,2007-05-20,2007-01-01,"Asia","Indonesia+"
"125","MKS-0057","Dengue virus 3","3-I","KC762681","10707","-N/A-",2007-06-22,"Human","Homo sapiens","Indonesia","genomic RNA",10707,0.973363636363636,">90%",2007-06-22,2007-06-17,2007-06-17,2007-06-17,2007-01-01,"Asia","Indonesia+"
"126","MKS-0056","Dengue virus 1","1-I","KC762625","10735","-N/A-",2007-06-22,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2007-06-22,2007-06-17,2007-06-17,2007-06-17,2007-01-01,"Asia","Indonesia+"
"127","hawaii-2007","Dengue virus 1",NA,"MK506262","10701","-N/A-",2007-07-01,"Unknown","-N/A-","Thailand","genomic RNA",10701,0.972818181818182,">90%",2007-07-01,2007-07-01,2007-07-01,2007-06-17,2007-01-01,"Asia","Southeastern Asia"
"128","SG(EHI)D2/0866Y07","Dengue virus 2","2-Cosmopolitan","OP410989","10723","-N/A-",2007-07-01,"Human","Homo sapiens","Singapore","genomic RNA",10723,0.974818181818182,">90%",2007-07-01,2007-07-01,2007-07-01,2007-06-17,2007-01-01,"Asia","Southeastern Asia"
"129","MKS-0172","Dengue virus 3",NA,"KC762686","10707","-N/A-",2007-07-02,"Human","Homo sapiens","Indonesia","genomic RNA",10707,0.973363636363636,">90%",2007-07-02,2007-07-01,2007-07-01,2007-06-17,2007-01-01,"Asia","Indonesia+"
"130","MKS-0055","Dengue virus 1","1-I","KC762649","10735","-N/A-",2007-07-05,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2007-07-05,2007-07-01,2007-07-01,2007-06-17,2007-01-01,"Asia","Indonesia+"
"131","MKS-0068","Dengue virus 2",NA,"KC762665","10723","-N/A-",2007-07-06,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",2007-07-06,2007-07-01,2007-07-01,2007-06-17,2007-01-01,"Asia","Indonesia+"
"132","MKS-0070","Dengue virus 4","4-II","KC762695","10619","-N/A-",2007-07-09,"Human","Homo sapiens","Indonesia","genomic RNA",10619,0.965363636363636,">90%",2007-07-09,2007-07-08,2007-07-01,2007-06-17,2007-01-01,"Asia","Indonesia+"
"133","MKS-0098","Dengue virus 3",NA,"KC762684","10698","-N/A-",2007-07-10,"Human","Homo sapiens","Indonesia","genomic RNA",10698,0.972545454545454,">90%",2007-07-10,2007-07-08,2007-07-01,2007-06-17,2007-01-01,"Asia","Indonesia+"
"134","MKS-0071","Dengue virus 2",NA,"KC762669","10723","-N/A-",2007-07-17,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",2007-07-17,2007-07-15,2007-07-15,2007-07-15,2007-01-01,"Asia","Indonesia+"
"135","MKS-0206","Dengue virus 1","1-I","KC762623","10735","-N/A-",2007-07-17,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2007-07-17,2007-07-15,2007-07-15,2007-07-15,2007-01-01,"Asia","Indonesia+"
"136","MKS-0099","Dengue virus 2",NA,"KC762676","10723","-N/A-",2007-07-17,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",2007-07-17,2007-07-15,2007-07-15,2007-07-15,2007-01-01,"Asia","Indonesia+"
"137","SV2951/07","Dengue virus 1","1-I","HM469968","10735","-N/A-",2007-07-24,"Human","Homo sapiens","Thailand","genomic RNA",10735,0.975909090909091,">90%",2007-07-24,2007-07-22,2007-07-15,2007-07-15,2007-01-01,"Asia","Southeastern Asia"
"138","MKS-0077","Dengue virus 1","1-I","KC762654","10735","-N/A-",2007-07-24,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2007-07-24,2007-07-22,2007-07-15,2007-07-15,2007-01-01,"Asia","Indonesia+"
"139","RGCB294","Dengue virus 1",NA,"JN903578","10715","-N/A-",2007-07-26,"Human","Homo sapiens","India","genomic RNA",10715,0.974090909090909,">90%",2007-07-26,2007-07-22,2007-07-15,2007-07-15,2007-01-01,"Asia","India+"
"140","MKS-0076","Dengue virus 3","3-I","KC762682","10707","-N/A-",2007-07-26,"Human","Homo sapiens","Indonesia","genomic RNA",10707,0.973363636363636,">90%",2007-07-26,2007-07-22,2007-07-15,2007-07-15,2007-01-01,"Asia","Indonesia+"
"141","MKS-0079","Dengue virus 3","3-I","KC762683","10707","-N/A-",2007-07-26,"Human","Homo sapiens","Indonesia","genomic RNA",10707,0.973363636363636,">90%",2007-07-26,2007-07-22,2007-07-15,2007-07-15,2007-01-01,"Asia","Indonesia+"
"142","01096/07","Dengue virus 1","1-I","HM469966","10735","-N/A-",2007-07-27,"Human","Homo sapiens","Thailand","genomic RNA",10735,0.975909090909091,">90%",2007-07-27,2007-07-22,2007-07-15,2007-07-15,2007-01-01,"Asia","Southeastern Asia"
"143","h87-2007","Dengue virus 3",NA,"MK506265","10650","-N/A-",2007-08-01,"Unknown","-N/A-","Thailand","genomic RNA",10650,0.968181818181818,">90%",2007-08-01,2007-07-29,2007-07-29,2007-07-15,2007-01-01,"Asia","Southeastern Asia"
"144","h241-2007","Dengue virus 4",NA,"MK506266","10621","-N/A-",2007-08-01,"Unknown","-N/A-","Thailand","genomic RNA",10621,0.965545454545455,">90%",2007-08-01,2007-07-29,2007-07-29,2007-07-15,2007-01-01,"Asia","Southeastern Asia"
"145","MKS-0344","Dengue virus 1","1-I","KC762646","10735","-N/A-",2007-08-08,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2007-08-08,2007-08-05,2007-07-29,2007-07-15,2007-01-01,"Asia","Indonesia+"
"146","MKS-0252","Dengue virus 4","4-II","KC762696","10653","-N/A-",2007-08-13,"Human","Homo sapiens","Indonesia","genomic RNA",10653,0.968454545454545,">90%",2007-08-13,2007-08-12,2007-08-12,2007-08-12,2007-01-01,"Asia","Indonesia+"
"147","MKS-0082","Dengue virus 2",NA,"KC762658","10723","-N/A-",2007-08-14,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",2007-08-14,2007-08-12,2007-08-12,2007-08-12,2007-01-01,"Asia","Indonesia+"
"148","30597/07","Dengue virus 1","1-I","HM469967","10735","-N/A-",2007-08-19,"Human","Homo sapiens","Thailand","genomic RNA",10735,0.975909090909091,">90%",2007-08-19,2007-08-19,2007-08-12,2007-08-12,2007-01-01,"Asia","Southeastern Asia"
"149","137denv2_BR_Rj","Dengue virus 2","2-AsianAmerican","MN589858","10651","-N/A-",2007-08-27,"Human","Homo sapiens","Brazil","genomic RNA",10651,0.968272727272727,">90%",2007-08-27,2007-08-26,2007-08-26,2007-08-12,2007-01-01,"South America","Brazil"
"150","MKS-0248","Dengue virus 1","1-I","KC762632","10735","-N/A-",2007-08-31,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2007-08-31,2007-08-26,2007-08-26,2007-08-12,2007-01-01,"Asia","Indonesia+"
"151","MKS-0412","Dengue virus 2",NA,"KC762661","10723","-N/A-",2007-09-24,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",2007-09-24,2007-09-23,2007-09-23,2007-09-09,2007-01-01,"Asia","Indonesia+"
"152","MKS-0080","Dengue virus 1","1-I","KC762636","10735","-N/A-",2007-09-27,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2007-09-27,2007-09-23,2007-09-23,2007-09-09,2007-01-01,"Asia","Indonesia+"
"153","MKS-0417","Dengue virus 2",NA,"KC762655","10723","-N/A-",2007-09-27,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",2007-09-27,2007-09-23,2007-09-23,2007-09-09,2007-01-01,"Asia","Indonesia+"
"154","MKS-0088","Dengue virus 1","1-I","KC762635","10735","-N/A-",2007-10-03,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2007-10-03,2007-09-30,2007-09-23,2007-09-09,2007-01-01,"Asia","Indonesia+"
"155","071009","Dengue virus 3",NA,"KY794787","10617","-N/A-",2007-10-09,"Human","Homo sapiens","Papua New Guinea","genomic RNA",10617,0.965181818181818,">90%",2007-10-09,2007-10-07,2007-10-07,2007-10-07,2007-01-01,"Australia","Oceania"
"156","PF07/051107-164","Dengue virus 1","1-IV","JQ915072","10699","-N/A-",2007-11-05,"Human","Homo sapiens","French Polynesia","genomic RNA",10699,0.972636363636364,">90%",2007-11-05,2007-11-04,2007-11-04,2007-11-04,2007-01-01,"Australia","Oceania"
"157","MKS-0084","Dengue virus 2",NA,"KC762660","10723","-N/A-",2007-11-21,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",2007-11-21,2007-11-18,2007-11-18,2007-11-04,2007-01-01,"Asia","Indonesia+"
"158","MKS-0297","Dengue virus 2",NA,"KC762662","10723","-N/A-",2007-11-21,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",2007-11-21,2007-11-18,2007-11-18,2007-11-04,2007-01-01,"Asia","Indonesia+"
"159","138denv2_BR_Rj","Dengue virus 2","2-AsianAmerican","MN589859","10651","-N/A-",2007-11-22,"Human","Homo sapiens","Brazil","genomic RNA",10651,0.968272727272727,">90%",2007-11-22,2007-11-18,2007-11-18,2007-11-04,2007-01-01,"South America","Brazil"
"160","MKS-0091","Dengue virus 2",NA,"KC762670","10723","-N/A-",2007-12-11,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",2007-12-11,2007-12-09,2007-12-02,2007-12-02,2007-01-01,"Asia","Indonesia+"
"161","MKS-0352","Dengue virus 1","1-I","KC762637","10735","-N/A-",2007-12-11,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2007-12-11,2007-12-09,2007-12-02,2007-12-02,2007-01-01,"Asia","Indonesia+"
"162","MKS-0483","Dengue virus 1","1-IV","KC762651","10735","-N/A-",2007-12-11,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2007-12-11,2007-12-09,2007-12-02,2007-12-02,2007-01-01,"Asia","Indonesia+"
"163","MKS-0706","Dengue virus 4","4-II","KC762697","10653","-N/A-",2007-12-11,"Human","Homo sapiens","Indonesia","genomic RNA",10653,0.968454545454545,">90%",2007-12-11,2007-12-09,2007-12-02,2007-12-02,2007-01-01,"Asia","Indonesia+"
"164","MKS-0502","Dengue virus 2",NA,"KC762656","10723","-N/A-",2007-12-11,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",2007-12-11,2007-12-09,2007-12-02,2007-12-02,2007-01-01,"Asia","Indonesia+"
"165","MKS-0390","Dengue virus 1","1-IV","KC762620","10735","-N/A-",2007-12-13,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2007-12-13,2007-12-09,2007-12-02,2007-12-02,2007-01-01,"Asia","Indonesia+"
"166","139denv2_BR_Rj","Dengue virus 2","2-AsianAmerican","MN589860","10651","-N/A-",2007-12-20,"Human","Homo sapiens","Brazil","genomic RNA",10651,0.968272727272727,">90%",2007-12-20,2007-12-16,2007-12-16,2007-12-02,2007-01-01,"South America","Brazil"
"167","PF08/080108-88","Dengue virus 1","1-IV","KY926849","10597","-N/A-",2008-01-08,"Human","Homo sapiens","French Polynesia","genomic RNA",10597,0.963363636363636,">90%",2008-01-08,2008-01-06,2007-12-30,2007-12-30,2008-01-01,"Australia","Oceania"
"168","PF08-080108-88","Dengue virus 1","1-IV","MG181997","10715","-N/A-",2008-01-08,"Human","Homo sapiens","French Polynesia","genomic RNA",10715,0.974090909090909,">90%",2008-01-08,2008-01-06,2007-12-30,2007-12-30,2008-01-01,"Australia","Oceania"
"169","SGEHI(D1)0266Y08","Dengue virus 1","1-I","GU370048","10542","-N/A-",2008-02-01,"Human","Homo sapiens","Singapore","genomic RNA",10542,0.958363636363636,">90%",2008-02-01,2008-01-27,2008-01-27,2008-01-27,2008-01-01,"Asia","Southeastern Asia"
"170","MKS-0486","Dengue virus 1","1-IV","KC762653","10735","-N/A-",2008-02-01,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2008-02-01,2008-01-27,2008-01-27,2008-01-27,2008-01-01,"Asia","Indonesia+"
"171","MKS-2094","Dengue virus 1","1-I","KC762644","10735","-N/A-",2008-02-06,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2008-02-06,2008-02-03,2008-01-27,2008-01-27,2008-01-01,"Asia","Indonesia+"
"172","MKS-2097","Dengue virus 1","1-IV","KC762630","10735","-N/A-",2008-02-06,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2008-02-06,2008-02-03,2008-01-27,2008-01-27,2008-01-01,"Asia","Indonesia+"
"173","MKS-2004","Dengue virus 1","1-I","KC762638","10735","-N/A-",2008-02-06,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2008-02-06,2008-02-03,2008-01-27,2008-01-27,2008-01-01,"Asia","Indonesia+"
"174","208","Dengue virus 2","2-AsianAmerican","MW577854","10697","-N/A-",2008-02-07,"Human","Homo sapiens","Brazil","genomic RNA",10697,0.972454545454545,">90%",2008-02-07,2008-02-03,2008-01-27,2008-01-27,2008-01-01,"South America","Brazil"
"175","201","Dengue virus 2","2-AsianAmerican","MW577847","10673","-N/A-",2008-02-08,"Human","Homo sapiens","Brazil","genomic RNA",10673,0.970272727272727,">90%",2008-02-08,2008-02-03,2008-01-27,2008-01-27,2008-01-01,"South America","Brazil"
"176","MKS-0395","Dengue virus 1","1-I","KC762631","10735","-N/A-",2008-02-15,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2008-02-15,2008-02-10,2008-02-10,2008-01-27,2008-01-01,"Asia","Indonesia+"
"177","MKS-2040","Dengue virus 1","1-I","KC762645","10735","-N/A-",2008-02-15,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2008-02-15,2008-02-10,2008-02-10,2008-01-27,2008-01-01,"Asia","Indonesia+"
"178","MKS-0388","Dengue virus 3","3-I","KC762685","10707","-N/A-",2008-02-15,"Human","Homo sapiens","Indonesia","genomic RNA",10707,0.973363636363636,">90%",2008-02-15,2008-02-10,2008-02-10,2008-01-27,2008-01-01,"Asia","Indonesia+"
"179","MKS-0397","Dengue virus 1","1-I","KC762621","10735","-N/A-",2008-02-15,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2008-02-15,2008-02-10,2008-02-10,2008-01-27,2008-01-01,"Asia","Indonesia+"
"180","MKS-3007","Dengue virus 2",NA,"KC762666","10723","-N/A-",2008-02-15,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",2008-02-15,2008-02-10,2008-02-10,2008-01-27,2008-01-01,"Asia","Indonesia+"
"181","MKS-IF011","Dengue virus 2",NA,"KC762677","10723","-N/A-",2008-02-15,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",2008-02-15,2008-02-10,2008-02-10,2008-01-27,2008-01-01,"Asia","Indonesia+"
"182","MKS-0396","Dengue virus 3","3-I","KC762687","10707","-N/A-",2008-02-15,"Human","Homo sapiens","Indonesia","genomic RNA",10707,0.973363636363636,">90%",2008-02-15,2008-02-10,2008-02-10,2008-01-27,2008-01-01,"Asia","Indonesia+"
"183","MKS-2082","Dengue virus 1","1-I","KC762624","10735","-N/A-",2008-02-15,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2008-02-15,2008-02-10,2008-02-10,2008-01-27,2008-01-01,"Asia","Indonesia+"
"184","MKS-0398","Dengue virus 1","1-I","KC762643","10735","-N/A-",2008-02-15,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2008-02-15,2008-02-10,2008-02-10,2008-01-27,2008-01-01,"Asia","Indonesia+"
"185","MKS-2065","Dengue virus 3","3-I","KC762689","10707","-N/A-",2008-02-15,"Human","Homo sapiens","Indonesia","genomic RNA",10707,0.973363636363636,">90%",2008-02-15,2008-02-10,2008-02-10,2008-01-27,2008-01-01,"Asia","Indonesia+"
"186","MKS-2058","Dengue virus 1","1-IV","KC762628","10735","-N/A-",2008-02-19,"Human","Homo sapiens","Indonesia","genomic RNA",10735,0.975909090909091,">90%",2008-02-19,2008-02-17,2008-02-10,2008-01-27,2008-01-01,"Asia","Indonesia+"
"187","MKS-2108","Dengue virus 2",NA,"KC762671","10723","-N/A-",2008-02-19,"Human","Homo sapiens","Indonesia","genomic RNA",10723,0.974818181818182,">90%",2008-02-19,2008-02-17,2008-02-10,2008-01-27,2008-01-01,"Asia","Indonesia+"
"188","NC08/200208-409","Dengue virus 4","4-II","JQ915085","10572","-N/A-",2008-02-20,"Human","Homo sapiens","New Caledonia","genomic RNA",10572,0.961090909090909,">90%",2008-02-20,2008-02-17,2008-02-10,2008-01-27,2008-01-01,"Australia","Oceania"
