"","Strain Name","Virus Type","Subtype/Genotype (ViPR)","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Host","GenBank Host","Country","Mol Type","seq_length","seq_coverage","cov_categories","days","date","date2","date4","date5","Continent","Continent_Region"
"102","9","Zika virus","Asian","KX197205","10864","-N/A-",2015-12-01,"Human","Homo sapiens","Brazil","genomic RNA",10864,0.987636363636364,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Brazil"
"103","Bahia05","Zika virus","Asian","KX101063","10440","-N/A-",2015-12-01,"Human","Homo sapiens","Brazil","genomic RNA",10440,0.949090909090909,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Brazil"
"104","FLR","Zika virus","Asian","KU820897","10807","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10807,0.982454545454545,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"105","ZIKV/Homo sapiens/PRI/PRVABC59/2015","Zika virus","Asian","KX087101","10778","-N/A-",2015-12-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10778,0.979818181818182,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest Central America"
"106","ZIKV/Homo sapiens/COL/FLR/2015","Zika virus","Asian","KX087102","10790","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10790,0.980909090909091,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"107","FLA","Zika virus","Asian","KY989971","10807","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10807,0.982454545454545,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"108","ZIKV/Homo sapiens/COL/FLR_00006/2015","Zika virus","Asian","MF574555","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"109","ZIKV/Homo sapiens/COL/FLR_00021/2015","Zika virus","Asian","MF574556","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"110","ZIKV/Homo sapiens/COL/FLR_00007/2015","Zika virus","Asian","MF574557","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"111","ZIKV/Homo sapiens/COL/FLR_00013/2015","Zika virus","Asian","MF574558","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"112","ZIKV/Homo sapiens/COL/FLR_00002/2015","Zika virus","Asian","MF574559","10636","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10636,0.966909090909091,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"113","ZIKV/Homo sapiens/COL/FLR_00003/2015","Zika virus","Asian","MF574560","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"114","ZIKV/Homo sapiens/COL/FLR_00004/2015","Zika virus","Asian","MF574561","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"115","ZIKV/Homo sapiens/COL/FLR_00008/2015","Zika virus","Asian","MF574562","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"116","ZIKV/Homo sapiens/COL/FLR_00025/2015","Zika virus","Asian","MF574563","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"117","ZIKV/Homo sapiens/COL/FLR_00026/2015","Zika virus","Asian","MF574564","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"118","ZIKV/Homo sapiens/COL/FLR_00011/2015","Zika virus","Asian","MF574565","10647","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10647,0.967909090909091,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"119","ZIKV/Homo sapiens/COL/FLR_00023/2015","Zika virus","Asian","MF574566","10606","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10606,0.964181818181818,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"120","ZIKV/Homo sapiens/COL/FLR_00015/2015","Zika virus","Asian","MF574567","10614","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10614,0.964909090909091,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"121","ZIKV/Homo sapiens/COL/FLR_00012/2015","Zika virus","Asian","MF574568","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"122","ZIKV/Homo sapiens/COL/FLR_00024/2015","Zika virus","Asian","MF574569","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"123","ZIKV/Homo sapiens/COL/FLR_00010/2015","Zika virus","Asian","MF574570","10633","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10633,0.966636363636364,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"124","ZIKV/Homo sapiens/COL/FLR_00005/2015","Zika virus","Asian","MF574571","10658","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10658,0.968909090909091,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"125","ZIKV/Homo sapiens/COL/FLR_00009/2015","Zika virus","Asian","MF574572","10581","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10581,0.961909090909091,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"126","ZIKV/Homo sapiens/COL/FLR_00018/2015","Zika virus","Asian","MF574573","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"127","ZIKV/Homo sapiens/COL/FLR_00019/2015","Zika virus","Asian","MF574574","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"128","ZIKV/Homo sapiens/COL/FLR_00016/2015","Zika virus","Asian","MF574575","10579","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10579,0.961727272727273,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"129","ZIKV/Homo sapiens/COL/FLR_00014/2015","Zika virus","Asian","MF574576","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"130","ZIKV/Homo sapiens/COL/FLR_00020/2015","Zika virus","Asian","MF574577","10659","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10659,0.969,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"131","ZIKV/Homo sapiens/COL/FLR_00001/2015","Zika virus","Asian","MF574552","10657","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10657,0.968818181818182,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"132","ZIKV/Homo sapiens/COL/FLR_00017/2015","Zika virus","Asian","MF574553","10615","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10615,0.965,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"133","ZIKV/Homo sapiens/COL/FLR_00022/2015","Zika virus","Asian","MF574554","10607","-N/A-",2015-12-01,"Human","Homo sapiens","Colombia","genomic RNA",10607,0.964272727272727,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"134","PRVABC59","Zika virus","Asian","MK713748","10675","-N/A-",2015-12-01,"Human","Homo sapiens","Puerto Rico","genomic RNA",10675,0.970454545454545,">90%",2015-12-01,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"South America","Rest Central America"
"135","ZIKV/Homo_sapiens/CPV/2015/CV448c","Zika virus","Asian","MK241415","10617","-N/A-",2015-12-03,"Human","Homo sapiens","Cape Verde","genomic RNA",10617,0.965181818181818,">90%",2015-12-03,2015-11-29,2015-11-29,2015-11-29,2015-01-01,"Africa","Western Africa"
"136","AMA302","Zika virus","Asian","MK216745","10338","-N/A-",2015-12-08,"Human","Homo sapiens","Brazil","genomic RNA",10338,0.939818181818182,">90%",2015-12-08,2015-12-06,2015-11-29,2015-11-29,2015-01-01,"South America","Brazil"
"137","BR/Sinop/H355/2015","Zika virus","Asian","MH513598","10640","-N/A-",2015-12-09,"Human","Homo sapiens","Brazil","genomic RNA",10640,0.967272727272727,">90%",2015-12-09,2015-12-06,2015-11-29,2015-11-29,2015-01-01,"South America","Brazil"
"138","COL345Si","Zika virus","Asian","MH179341","10706","-N/A-",2015-12-10,"Mosquito","Aedes aegypti","Colombia","genomic RNA",10706,0.973272727272727,">90%",2015-12-10,2015-12-06,2015-11-29,2015-11-29,2015-01-01,"South America","Rest South America"
"139","ZIKV/Homo sapiens/PAN/CDC-259249_V1-V3/2015","Zika virus","Asian","KX156775","10755","-N/A-",2015-12-11,"Human","Homo sapiens","Panama","genomic RNA",10755,0.977727272727273,">90%",2015-12-11,2015-12-06,2015-11-29,2015-11-29,2015-01-01,"South America","Rest Central America"
"140","BR/Sinop/H366/2015","Zika virus","Asian","MH513599","10658","-N/A-",2015-12-11,"Human","Homo sapiens","Brazil","genomic RNA",10658,0.968909090909091,">90%",2015-12-11,2015-12-06,2015-11-29,2015-11-29,2015-01-01,"South America","Brazil"
"141","BR/Sinop/H366 2P/2015","Zika virus","Asian","MH513600","10658","-N/A-",2015-12-11,"Human","Homo sapiens","Brazil","genomic RNA",10658,0.968909090909091,">90%",2015-12-11,2015-12-06,2015-11-29,2015-11-29,2015-01-01,"South America","Brazil"
"142","ZIKV/Homo sapiens/PAN/CDC-259249_V1-V3/2015","Zika virus","Asian","MN100039","10766","-N/A-",2015-12-11,"Human","Homo sapiens","Panama","genomic RNA",10766,0.978727272727273,">90%",2015-12-11,2015-12-06,2015-11-29,2015-11-29,2015-01-01,"South America","Rest Central America"
"143","ZIKV/Homo sapiens/PAN/CDC-259249_V1-V3/2015","Zika virus","Asian","MN124090","10760","-N/A-",2015-12-11,"Human","Homo sapiens","Panama","genomic RNA",10760,0.978181818181818,">90%",2015-12-11,2015-12-06,2015-11-29,2015-11-29,2015-01-01,"South America","Rest Central America"
"144","ZIKV/Homo sapiens/PAN/CDC-259249_V1-V3/2015","Zika virus","Asian","MN124091","10758","-N/A-",2015-12-11,"Human","Homo sapiens","Panama","genomic RNA",10758,0.978,">90%",2015-12-11,2015-12-06,2015-11-29,2015-11-29,2015-01-01,"South America","Rest Central America"
"145","Z03","Zika virus","Asian","MK216747","9421","-N/A-",2015-12-15,"Human","Homo sapiens","Brazil","genomic RNA",9421,0.856454545454545,"50-90%",2015-12-15,2015-12-13,2015-12-13,2015-11-29,2015-01-01,"South America","Brazil"
"146","Z02","Zika virus","Asian","MK216748","9421","-N/A-",2015-12-15,"Human","Homo sapiens","Brazil","genomic RNA",9421,0.856454545454545,"50-90%",2015-12-15,2015-12-13,2015-12-13,2015-11-29,2015-01-01,"South America","Brazil"
"147","AMA61","Zika virus","Asian","MK216729","9421","-N/A-",2015-12-16,"Human","Homo sapiens; female","Brazil","genomic RNA",9421,0.856454545454545,"50-90%",2015-12-16,2015-12-13,2015-12-13,2015-11-29,2015-01-01,"South America","Brazil"
"148","ZIKV/Homo sapiens/PAN/CDC-259359_V1-V3/2015","Zika virus","Asian","KX156774","10771","-N/A-",2015-12-18,"Human","Homo sapiens","Panama","genomic RNA",10771,0.979181818181818,">90%",2015-12-18,2015-12-13,2015-12-13,2015-11-29,2015-01-01,"South America","Rest Central America"
"149","ZIKV/Homo sapiens/PAN/CDC-259364_V1-V2/2015","Zika virus","Asian","KX156776","10756","-N/A-",2015-12-18,"Human","Homo sapiens","Panama","genomic RNA",10756,0.977818181818182,">90%",2015-12-18,2015-12-13,2015-12-13,2015-11-29,2015-01-01,"South America","Rest Central America"
"150","ZIKV/H.sap-wt/PR/15/ARC1","Zika virus","Asian","MN171421","10497","-N/A-",2015-12-21,"Human","Homo sapiens","Puerto Rico","genomic RNA",10497,0.954272727272727,">90%",2015-12-21,2015-12-20,2015-12-13,2015-11-29,2015-01-01,"South America","Rest Central America"
"151","ZIKV/Aedes sp./MEX_I-44/2016","Zika virus","Asian","KX856011","10744","-N/A-",2016-01-01,"Mosquito","Aedes sp.","Mexico","genomic RNA",10744,0.976727272727273,">90%",2016-01-01,2015-12-27,2015-12-27,2015-12-27,2016-01-01,"South America","Mexico"
"152","Bahia15","Zika virus","Asian","KX101065","10348","-N/A-",2016-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10348,0.940727272727273,">90%",2016-01-01,2015-12-27,2015-12-27,2015-12-27,2016-01-01,"South America","Brazil"
"153","ZIKV/Aedes.sp/MEX/MEX_2-81/2016","Zika virus","Asian","KX446950","10796","-N/A-",2016-01-01,"Mosquito","Aedes sp.","Mexico","genomic RNA",10796,0.981454545454545,">90%",2016-01-01,2015-12-27,2015-12-27,2015-12-27,2016-01-01,"South America","Mexico"
"154","ZIKV/Aedes.sp/MEX/MEX_I-7/2016","Zika virus","Asian","KX446951","10790","-N/A-",2016-01-01,"Mosquito","Aedes sp.","Mexico","genomic RNA",10790,0.980909090909091,">90%",2016-01-01,2015-12-27,2015-12-27,2015-12-27,2016-01-01,"South America","Mexico"
"155","ZIKV/Homo sapiens/USA/UT-1/2016","Zika virus","Asian","KX827268","10787","-N/A-",2016-01-01,"Human","Homo sapiens","United States of America","genomic RNA",10787,0.980636363636364,">90%",2016-01-01,2015-12-27,2015-12-27,2015-12-27,2016-01-01,"North America","USA"
"156","ZIKV/Homo_sapiens/Brazil/2016/ZBRY12","Zika virus","Asian","KY559028","7620","-N/A-",2016-01-01,"Human","Homo sapiens","Brazil","genomic RNA",7620,0.692727272727273,"50-90%",2016-01-01,2015-12-27,2015-12-27,2015-12-27,2016-01-01,"South America","Brazil"
"157","ZIKV/Homo_sapiens/Brazil/2016/ZBRY11","Zika virus","Asian","KY559029","9418","-N/A-",2016-01-01,"Human","Homo sapiens","Brazil","genomic RNA",9418,0.856181818181818,"50-90%",2016-01-01,2015-12-27,2015-12-27,2015-12-27,2016-01-01,"South America","Brazil"
"158","ZIKV/Homo_sapiens/Brazil/2016/ZBRY10","Zika virus","Asian","KY559030","10066","-N/A-",2016-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10066,0.915090909090909,">90%",2016-01-01,2015-12-27,2015-12-27,2015-12-27,2016-01-01,"South America","Brazil"
"159","ZIKV/Homo_sapiens/Brazil/2016/ZBRY8","Zika virus","Asian","KY559031","10353","-N/A-",2016-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10353,0.941181818181818,">90%",2016-01-01,2015-12-27,2015-12-27,2015-12-27,2016-01-01,"South America","Brazil"
"160","ZIKV/Homo_sapiens/Brazil/2016/ZBRY14","Zika virus","Asian","KY817930","10338","-N/A-",2016-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10338,0.939818181818182,">90%",2016-01-01,2015-12-27,2015-12-27,2015-12-27,2016-01-01,"South America","Brazil"
"161","ZIKV/Homo_sapiens/Brazil/2016/ZBRY7","Zika virus","Asian","KY559032","10353","-N/A-",2016-01-01,"Human","Homo sapiens","Brazil","genomic RNA",10353,0.941181818181818,">90%",2016-01-01,2015-12-27,2015-12-27,2015-12-27,2016-01-01,"South America","Brazil"
"162","ARCB116141","Zika virus",NA,"MT636065","10807","-N/A-",2016-01-02,"Human","Homo sapiens","Argentina","genomic RNA",10807,0.982454545454545,">90%",2016-01-02,2015-12-27,2015-12-27,2015-12-27,2016-01-01,"South America","Rest South America"
"163","AMA67","Zika virus","Asian","MK216730","9421","-N/A-",2016-01-05,"Human","Homo sapiens; female","Brazil","genomic RNA",9421,0.856454545454545,"50-90%",2016-01-05,2016-01-03,2015-12-27,2015-12-27,2016-01-01,"South America","Brazil"
"164","103451","Zika virus","Asian","KX262887","10806","-N/A-",2016-01-06,"Human","Homo sapiens","Honduras","genomic RNA",10806,0.982363636363636,">90%",2016-01-06,2016-01-03,2015-12-27,2015-12-27,2016-01-01,"South America","Rest Central America"
"165","ZIKV/Homo_sapiens/Brazil/2016/ZBRC18","Zika virus","Asian","KY558992","9391","-N/A-",2016-01-06,"Human","Homo sapiens","Brazil","genomic RNA",9391,0.853727272727273,"50-90%",2016-01-06,2016-01-03,2015-12-27,2015-12-27,2016-01-01,"South America","Brazil"
"166","ZIKV/Homo_sapiens/Colombia/2016/ZC204Se","Zika virus","Asian","KY317939","10608","-N/A-",2016-01-06,"Human","Homo sapiens","Colombia","genomic RNA",10608,0.964363636363636,">90%",2016-01-06,2016-01-03,2015-12-27,2015-12-27,2016-01-01,"South America","Rest South America"
"167","ZIKV/Homo_sapiens/Colombia/2016/ZC192Se","Zika virus","Asian","KY317937","10462","-N/A-",2016-01-07,"Human","Homo sapiens","Colombia","genomic RNA",10462,0.951090909090909,">90%",2016-01-07,2016-01-03,2015-12-27,2015-12-27,2016-01-01,"South America","Rest South America"
"168","BR/AM/16800005","Zika virus","Asian","KY631492","10731","-N/A-",2016-01-08,"Human","Homo sapiens","Brazil","genomic RNA",10731,0.975545454545454,">90%",2016-01-08,2016-01-03,2015-12-27,2015-12-27,2016-01-01,"South America","Brazil"
"169","AMA45","Zika virus","Asian","MK216713","10338","-N/A-",2016-01-08,"Human","Homo sapiens; female","Brazil","genomic RNA",10338,0.939818181818182,">90%",2016-01-08,2016-01-03,2015-12-27,2015-12-27,2016-01-01,"South America","Brazil"
"170","ZIKV/Homo_sapiens/Colombia/2016/ZC207Se","Zika virus","Asian","KY317940","10391","-N/A-",2016-01-09,"Human","Homo sapiens","Colombia","genomic RNA",10391,0.944636363636364,">90%",2016-01-09,2016-01-03,2015-12-27,2015-12-27,2016-01-01,"South America","Rest South America"
"171","ZIKV/Homo_sapiens/Colombia/2016/ZC199Se","Zika virus","Asian","KY317938","10387","-N/A-",2016-01-10,"Human","Homo sapiens","Colombia","genomic RNA",10387,0.944272727272727,">90%",2016-01-10,2016-01-10,2016-01-10,2015-12-27,2016-01-01,"South America","Rest South America"
"172","BR_SJRP1840","Zika virus","Asian","KY441403","10623","-N/A-",2016-01-11,"Human","Homo sapiens","Brazil","genomic RNA",10623,0.965727272727273,">90%",2016-01-11,2016-01-10,2016-01-10,2015-12-27,2016-01-01,"South America","Brazil"
"173","Nica2-16","Zika virus","Asian","KX421194","10580","-N/A-",2016-01-13,"Human","Homo sapiens","Nicaragua","genomic RNA",10580,0.961818181818182,">90%",2016-01-13,2016-01-10,2016-01-10,2015-12-27,2016-01-01,"South America","Rest Central America"
"174","ZIKV/Homo_Sapiens/NIC/8385_CHB3147/2016","Zika virus","Asian","OK054438","10782","-N/A-",2016-01-13,"Human","Homo sapiens","Nicaragua","genomic RNA",10782,0.980181818181818,">90%",2016-01-13,2016-01-10,2016-01-10,2015-12-27,2016-01-01,"South America","Rest Central America"
"175","Rio-U1","Zika virus","Asian","KU926309","10807","-N/A-",2016-01-14,"Human","Homo sapiens","Brazil","genomic RNA",10807,0.982454545454545,">90%",2016-01-14,2016-01-10,2016-01-10,2015-12-27,2016-01-01,"South America","Brazil"
"176","AMA57","Zika virus","Asian","MK216723","9421","-N/A-",2016-01-14,"Human","Homo sapiens; female","Brazil","genomic RNA",9421,0.856454545454545,"50-90%",2016-01-14,2016-01-10,2016-01-10,2015-12-27,2016-01-01,"South America","Brazil"
"177","AMA59","Zika virus","Asian","MK216724","8821","-N/A-",2016-01-14,"Human","Homo sapiens; female","Brazil","genomic RNA",8821,0.801909090909091,"50-90%",2016-01-14,2016-01-10,2016-01-10,2015-12-27,2016-01-01,"South America","Brazil"
